Phase,Stack,Mode,Profile,Dataset,BookCount,Scenario,Status,ProcessRuns,PassSamples,FailedSamples,UnsupportedSamples,cache_database_bytes_count,cache_database_bytes_max,cache_database_bytes_mean,cache_database_bytes_median,cache_database_bytes_min,cache_database_bytes_p90,cache_database_bytes_stdev,cumulative_dirty_screen_equivalents_count,cumulative_dirty_screen_equivalents_max,cumulative_dirty_screen_equivalents_mean,cumulative_dirty_screen_equivalents_median,cumulative_dirty_screen_equivalents_min,cumulative_dirty_screen_equivalents_p90,cumulative_dirty_screen_equivalents_stdev,forced_gc_live_heap_kb_count,forced_gc_live_heap_kb_max,forced_gc_live_heap_kb_mean,forced_gc_live_heap_kb_median,forced_gc_live_heap_kb_min,forced_gc_live_heap_kb_p90,forced_gc_live_heap_kb_stdev,full_refreshes_count,full_refreshes_max,full_refreshes_mean,full_refreshes_median,full_refreshes_min,full_refreshes_p90,full_refreshes_stdev,largest_single_dirty_pct_count,largest_single_dirty_pct_max,largest_single_dirty_pct_mean,largest_single_dirty_pct_median,largest_single_dirty_pct_min,largest_single_dirty_pct_p90,largest_single_dirty_pct_stdev,lua_heap_delta_kb_count,lua_heap_delta_kb_max,lua_heap_delta_kb_mean,lua_heap_delta_kb_median,lua_heap_delta_kb_min,lua_heap_delta_kb_p90,lua_heap_delta_kb_stdev,natural_lua_heap_kb_count,natural_lua_heap_kb_max,natural_lua_heap_kb_mean,natural_lua_heap_kb_median,natural_lua_heap_kb_min,natural_lua_heap_kb_p90,natural_lua_heap_kb_stdev,partial_refreshes_count,partial_refreshes_max,partial_refreshes_mean,partial_refreshes_median,partial_refreshes_min,partial_refreshes_p90,partial_refreshes_stdev,refresh_count_count,refresh_count_max,refresh_count_mean,refresh_count_median,refresh_count_min,refresh_count_p90,refresh_count_stdev,rss_kb_count,rss_kb_max,rss_kb_mean,rss_kb_median,rss_kb_min,rss_kb_p90,rss_kb_stdev,set_dirty_calls_count,set_dirty_calls_max,set_dirty_calls_mean,set_dirty_calls_median,set_dirty_calls_min,set_dirty_calls_p90,set_dirty_calls_stdev,total_bytes_count,total_bytes_max,total_bytes_mean,total_bytes_median,total_bytes_min,total_bytes_p90,total_bytes_stdev,unique_dirty_pct_count,unique_dirty_pct_max,unique_dirty_pct_mean,unique_dirty_pct_median,unique_dirty_pct_min,unique_dirty_pct_p90,unique_dirty_pct_stdev,wall_time_ms_count,wall_time_ms_max,wall_time_ms_mean,wall_time_ms_median,wall_time_ms_min,wall_time_ms_p90,wall_time_ms_stdev
bookends_control,A_stock,warm,bookends_control,real_2692,2692,memory:post_init_idle,PASS,1,1,0,0,,,,,,,,,,,,,,,1,8398.853516,8398.853516,8398.853516,8398.853516,8398.853516,0.000000,,,,,,,,,,,,,,,,,,,,,,1,14561.414062,14561.414062,14561.414062,14561.414062,14561.414062,0.000000,,,,,,,,,,,,,,,1,166432.000000,166432.000000,166432.000000,166432.000000,166432.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bookends_control,A_stock,warm,bookends_control,real_2692,2692,memory:post_library_render_idle,PASS,1,1,0,0,,,,,,,,,,,,,,,1,8313.974609,8313.974609,8313.974609,8313.974609,8313.974609,0.000000,,,,,,,,,,,,,,,,,,,,,,1,8905.386719,8905.386719,8905.386719,8905.386719,8905.386719,0.000000,,,,,,,,,,,,,,,1,188672.000000,188672.000000,188672.000000,188672.000000,188672.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bookends_control,A_stock,warm,bookends_control,real_2692,2692,memory:post_reader_live_heap,PASS,1,1,0,0,,,,,,,,,,,,,,,1,10573.294922,10573.294922,10573.294922,10573.294922,10573.294922,0.000000,,,,,,,,,,,,,,,,,,,,,,1,10574.294922,10574.294922,10574.294922,10574.294922,10574.294922,0.000000,,,,,,,,,,,,,,,1,348960.000000,348960.000000,348960.000000,348960.000000,348960.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bookends_control,A_stock,warm,bookends_control,real_2692,2692,memory:post_stress_idle,PASS,1,1,0,0,,,,,,,,,,,,,,,1,12140.873047,12140.873047,12140.873047,12140.873047,12140.873047,0.000000,,,,,,,,,,,,,,,,,,,,,,1,13602.152344,13602.152344,13602.152344,13602.152344,13602.152344,0.000000,,,,,,,,,,,,,,,1,348960.000000,348960.000000,348960.000000,348960.000000,348960.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bookends_control,K_stock_bookends,warm,bookends_control,real_2692,2692,memory:post_init_idle,PASS,1,1,0,0,,,,,,,,,,,,,,,1,8969.582031,8969.582031,8969.582031,8969.582031,8969.582031,0.000000,,,,,,,,,,,,,,,,,,,,,,1,9750.329102,9750.329102,9750.329102,9750.329102,9750.329102,0.000000,,,,,,,,,,,,,,,1,166528.000000,166528.000000,166528.000000,166528.000000,166528.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bookends_control,K_stock_bookends,warm,bookends_control,real_2692,2692,memory:post_library_render_idle,PASS,1,1,0,0,,,,,,,,,,,,,,,1,9033.753906,9033.753906,9033.753906,9033.753906,9033.753906,0.000000,,,,,,,,,,,,,,,,,,,,,,1,9945.632812,9945.632812,9945.632812,9945.632812,9945.632812,0.000000,,,,,,,,,,,,,,,1,190624.000000,190624.000000,190624.000000,190624.000000,190624.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bookends_control,K_stock_bookends,warm,bookends_control,real_2692,2692,memory:post_reader_live_heap,PASS,1,1,0,0,,,,,,,,,,,,,,,1,16468.708984,16468.708984,16468.708984,16468.708984,16468.708984,0.000000,,,,,,,,,,,,,,,,,,,,,,1,16469.708984,16469.708984,16469.708984,16469.708984,16469.708984,0.000000,,,,,,,,,,,,,,,1,355152.000000,355152.000000,355152.000000,355152.000000,355152.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bookends_control,K_stock_bookends,warm,bookends_control,real_2692,2692,memory:post_stress_idle,PASS,1,1,0,0,,,,,,,,,,,,,,,1,23044.378906,23044.378906,23044.378906,23044.378906,23044.378906,0.000000,,,,,,,,,,,,,,,,,,,,,,1,23053.101562,23053.101562,23053.101562,23053.101562,23053.101562,0.000000,,,,,,,,,,,,,,,1,355152.000000,355152.000000,355152.000000,355152.000000,355152.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bookends_control,A_stock,warm,bookends_control,real_2692,2692,disk:ko_home,PASS,1,1,0,0,1,258631.000000,258631.000000,258631.000000,258631.000000,258631.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5912183.000000,5912183.000000,5912183.000000,5912183.000000,5912183.000000,0.000000,,,,,,,,,,,,,,
bookends_control,K_stock_bookends,warm,bookends_control,real_2692,2692,disk:ko_home,PASS,1,1,0,0,1,254535.000000,254535.000000,254535.000000,254535.000000,254535.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5915634.000000,5915634.000000,5915634.000000,5915634.000000,5915634.000000,0.000000,,,,,,,,,,,,,,
